Student ID,CIA-1,CIA-2,CIA-3,Assignment-1,Assignment-2,Assignment-3,Attendance (%),Internal(50),External(100),Final Marks,Grade
1647,11,33,6,8,8,8,99,25,61,55,D
1648,28,18,43,8,10,10,99,37,54,64,C
1649,22,21,50,9,10,10,75,38,77,76,B
1650,25,10,16,8,10,8,97,25,75,62,C
1651,2,14,16,8,9,8,96,20,68,54,D
1652,44,29,27,8,10,8,96,37,100,87,A+
1653,6,26,1,10,8,8,86,21,71,56,D
1654,28,37,41,9,9,8,89,39,43,60,D
1655,10,45,39,8,10,9,86,42,45,64,C
1656,14,26,17,9,8,10,77,26,63,57,D
1657,22,10,38,8,10,9,99,33,59,62,C
1658,30,47,47,10,8,8,85,46,94,93,S
1659,29,9,42,8,8,9,100,36,54,63,C
1660,39,30,4,9,10,8,82,36,58,65,C
1661,42,38,9,8,8,10,83,40,74,77,B
1662,20,31,7,8,8,10,98,29,68,63,C
1663,45,28,10,9,9,10,98,38,72,74,B
1664,4,38,48,10,8,10,100,43,51,68,C
1665,9,31,37,8,8,8,76,35,44,57,D
1666,16,2,20,10,10,9,76,24,74,61,C
1667,41,29,16,8,10,10,84,37,78,76,B
1668,31,34,35,8,9,9,97,36,51,61,C
1669,43,49,22,10,9,8,77,45,61,75,B
1670,8,42,41,9,10,10,99,42,60,72,B
1671,11,33,34,10,10,8,96,36,61,66,C
1672,16,44,31,9,9,8,96,38,87,81,A
1673,29,15,17,10,9,10,79,28,66,61,C
1674,7,13,43,9,10,10,94,32,92,78,B
1675,36,2,21,9,9,9,86,31,46,54,D
1676,19,45,10,9,8,8,86,33,92,79,B
1677,15,35,45,8,8,8,76,40,58,69,C
1678,25,27,31,9,9,9,79,32,86,75,B
1679,33,17,48,8,8,8,93,40,49,64,C
1680,6,8,48,8,9,9,89,31,62,62,C
1681,31,26,32,9,10,9,83,34,67,67,C
1682,42,2,8,10,9,9,97,29,84,71,B
1683,38,47,32,10,9,10,93,43,79,82,A
1684,5,46,44,9,9,10,78,45,66,78,B
1685,10,47,15,9,8,9,86,33,70,68,C
1686,8,8,43,9,10,9,91,29,51,54,D
1687,38,1,26,9,10,9,90,34,41,54,D
1688,30,21,5,10,10,10,89,30,74,67,C
1689,45,25,39,9,9,10,78,42,63,73,B
1690,48,6,46,10,10,10,83,47,91,92,S
1691,13,19,3,8,10,9,82,21,76,59,D
1692,11,46,24,10,10,10,76,38,96,86,A+
1693,11,45,11,8,8,9,75,30,71,65,C
1694,1,25,14,8,10,9,89,24,94,71,B
1695,4,40,43,10,10,8,94,42,40,62,C
1696,6,25,42,10,9,10,98,36,42,57,D
1697,49,23,14,9,8,8,99,37,70,72,B
1698,34,48,35,8,9,9,82,41,77,79,B
1699,28,22,34,9,10,9,99,34,72,70,C
1700,50,20,19,8,10,9,91,37,54,64,C
1701,36,26,17,10,9,8,97,33,59,62,C
1702,39,24,15,8,10,10,81,34,41,54,D
1703,13,38,42,9,10,8,91,41,50,66,C
1704,20,13,20,10,8,9,88,25,41,45,F
1705,26,5,1,9,8,8,90,20,73,56,D
1706,30,16,45,9,9,8,93,38,93,84,A
1707,2,17,32,8,10,10,99,28,91,73,B
1708,25,34,11,8,10,9,95,32,67,65,C
1709,15,35,33,9,9,10,85,36,73,72,B
1710,18,11,42,8,9,10,91,33,49,57,D
1711,20,49,14,10,9,10,92,37,91,82,A
1712,32,47,39,10,9,9,75,43,80,83,A
1713,6,16,27,10,9,10,89,26,90,71,B
1714,6,32,28,10,8,9,99,33,56,61,C
1715,10,9,50,8,8,8,90,32,78,71,B
1716,30,26,9,8,8,10,99,31,41,51,D
1717,30,22,20,10,10,9,77,30,91,75,B
1718,43,16,21,9,9,10,78,34,84,76,B
1719,9,22,50,10,10,10,78,38,57,66,C
1720,30,30,4,9,9,10,77,33,80,73,B
1721,44,50,50,8,9,9,99,48,64,80,B
1722,22,10,5,10,10,9,86,22,88,66,C
1723,7,39,11,8,10,8,99,28,79,67,C
1724,21,3,49,8,10,9,88,37,94,84,A
1725,29,6,8,9,10,8,100,23,43,44,F
1726,34,26,10,10,9,9,92,33,94,80,B
1727,3,38,31,8,9,8,96,35,77,73,B
1728,16,40,7,10,8,8,82,31,54,58,D
1729,22,34,32,8,10,9,96,35,73,71,B
1730,12,11,24,8,9,10,95,23,77,61,C
1731,6,33,32,8,8,9,78,34,71,69,C
1732,11,34,39,9,8,9,84,37,64,69,C
1733,20,7,10,8,8,10,98,20,52,46,F
1734,33,25,41,10,9,9,85,38,57,66,C
1735,18,44,29,9,9,10,87,38,59,67,C
1736,25,27,29,9,10,8,86,31,98,80,B
1737,45,36,25,8,8,8,100,40,93,86,A+
1738,35,49,41,8,9,8,100,44,75,81,A
1739,44,16,36,9,9,9,95,41,71,76,B
1740,24,8,47,8,9,8,94,36,69,70,C
1741,41,28,26,9,10,8,94,36,85,78,B
1742,42,12,38,10,8,9,100,41,55,68,C
1743,21,49,48,8,10,8,80,47,86,90,A+
1744,25,15,5,9,9,8,98,24,83,65,C
1745,48,18,49,9,9,10,95,48,57,76,B
1746,10,14,25,10,9,8,100,24,54,51,D
1747,18,40,38,10,9,9,93,40,84,82,A
1748,22,10,18,8,9,8,75,24,52,50,D
1749,4,13,30,8,10,10,90,26,68,60,D
1750,4,17,42,8,10,8,100,32,77,70,C
1751,26,20,28,8,9,10,78,30,87,73,B
1752,6,28,1,10,9,8,80,22,91,67,C
1753,41,28,16,9,10,9,77,36,63,67,C
1754,48,48,33,10,8,10,97,47,96,95,S
1755,48,7,17,10,10,10,94,36,65,68,C
1756,13,36,10,10,9,8,78,28,80,68,C
1757,25,12,9,10,10,10,82,24,63,55,D
1758,1,1,35,9,9,10,87,23,99,72,B
1759,32,10,39,9,9,9,90,37,60,67,C
1760,40,15,26,9,8,8,75,34,83,75,B
1761,16,5,3,9,10,9,89,17,100,67,C
1762,13,32,7,8,8,8,81,26,97,74,B
1763,23,8,23,10,8,9,91,27,63,58,D
1764,33,45,6,8,9,8,89,39,58,68,C
1765,32,32,6,8,8,10,79,34,89,78,B
1766,1,46,16,10,8,10,84,34,77,72,B
1767,42,1,13,8,10,8,86,30,96,78,B
1768,8,22,42,9,9,10,93,34,44,56,D
1769,42,41,8,10,10,9,84,42,89,86,A+
1770,27,22,22,8,9,10,86,28,73,64,C
1771,2,12,37,9,9,9,87,28,50,53,D
1772,22,25,2,9,8,8,98,27,82,68,C
1773,31,29,2,10,8,9,80,33,96,81,A
1774,16,14,49,8,8,8,84,34,96,82,A
1775,8,46,5,8,8,10,80,30,56,58,D
1776,17,29,4,8,8,8,97,26,97,74,B
1777,5,8,29,8,9,9,82,23,44,45,F
1778,30,43,18,8,8,10,89,37,58,66,C
1779,9,47,50,9,10,10,98,48,73,84,A
1780,36,5,43,10,10,10,76,41,100,91,S
1781,25,42,14,8,9,10,84,35,57,63,C
1782,32,42,25,10,9,9,90,38,98,87,A+
1783,22,13,11,10,9,9,75,23,57,51,D
1784,31,40,48,10,9,9,90,44,100,94,S
1785,31,10,18,8,9,10,93,28,78,67,C
1786,15,39,2,10,8,8,98,30,79,69,C
1787,19,25,24,9,10,10,100,29,44,51,D
1788,42,39,8,10,8,10,77,41,56,69,C
1789,26,8,49,10,10,10,87,40,98,89,A+
1790,8,5,39,10,8,8,84,27,75,64,C
1791,26,35,24,8,10,10,78,33,60,63,C
1792,44,21,5,9,10,8,82,35,80,75,B
1793,22,17,34,10,10,9,76,32,43,53,D
1794,28,15,17,10,9,8,75,27,75,64,C
1795,44,29,21,8,9,8,97,37,73,73,B
1796,40,15,1,8,9,10,94,31,60,61,C
1797,20,32,5,10,8,9,82,29,50,54,D
1798,12,45,3,10,10,8,80,32,42,53,D
1799,20,15,32,9,10,10,95,30,91,75,B
1800,20,45,9,10,10,10,96,36,80,76,B
1801,32,15,50,10,9,9,97,42,92,88,A+
1802,34,42,40,8,10,9,87,41,85,83,A
1803,13,13,30,10,10,10,76,27,77,65,C
1804,14,21,48,8,9,9,94,36,76,74,B
1805,10,13,46,8,9,9,78,32,47,55,D
1806,19,7,7,8,10,8,100,19,41,39,F
1807,25,34,42,8,8,9,92,38,96,86,A+
1808,5,20,13,9,9,10,81,22,77,60,D
1809,13,34,9,8,8,8,86,26,71,61,C
1810,40,26,41,8,8,10,100,41,42,62,C
1811,23,49,26,10,9,10,87,39,84,81,A
1812,23,25,47,9,10,9,81,38,67,71,B
1813,21,14,13,8,9,9,89,22,68,56,D
1814,43,48,46,8,8,9,79,45,73,81,A
1815,6,28,28,9,9,9,84,31,66,64,C
1816,4,6,21,9,10,10,81,20,69,54,D
1817,10,33,37,9,8,8,76,36,84,78,B
1818,39,45,34,9,10,10,79,43,76,81,A
1819,11,36,19,10,8,10,86,31,46,54,D
1820,35,25,4,10,10,8,99,33,87,76,B
1821,42,26,42,8,9,8,89,41,49,65,C
1822,44,38,40,9,8,9,92,42,75,79,B
1823,8,24,40,8,9,10,100,34,63,65,C
1824,7,3,7,8,9,10,82,14,57,42,F
1825,20,41,3,8,10,9,86,33,63,64,C
1826,28,37,13,9,10,8,89,35,72,71,B
1827,6,48,42,9,10,8,77,45,60,75,B
1828,2,38,17,9,10,8,88,31,93,77,B
1829,45,7,49,8,10,8,93,46,57,74,B
1830,49,2,12,9,9,9,94,33,68,67,C
1831,13,12,19,8,9,9,91,21,75,58,D
1832,48,47,47,8,9,9,91,46,70,81,A
1833,25,36,8,9,9,9,91,33,50,58,D
1834,36,48,33,8,10,8,84,42,53,68,C
1835,49,49,24,8,9,8,99,47,70,82,A
1836,11,15,30,10,8,9,92,27,48,51,D
1837,28,49,27,10,9,9,88,40,51,65,C
1838,44,22,4,9,9,10,84,35,95,82,A
1839,9,35,2,10,10,9,83,27,95,74,B
1840,17,4,30,9,8,9,77,27,67,60,D
1841,29,11,45,10,9,8,82,38,69,72,B
1842,47,3,25,9,8,8,94,37,63,68,C
1843,20,48,16,10,9,10,87,36,76,74,B
1844,38,37,7,10,9,9,76,39,94,86,A+
1845,21,9,21,8,10,9,92,25,50,50,D
1846,17,16,7,10,9,9,80,22,66,55,D
1847,37,18,50,10,9,9,98,44,55,71,B
1848,23,15,50,10,9,9,79,38,77,76,B
1849,7,15,15,10,8,10,87,21,49,45,F
1850,41,44,41,9,10,8,85,43,47,66,C
1851,23,9,32,8,10,9,97,31,41,51,D
1852,9,29,40,9,8,8,78,35,87,78,B
1853,6,25,18,10,9,9,80,26,40,46,F
1854,40,40,40,10,8,9,89,41,89,85,A
1855,14,32,10,9,10,8,78,27,60,57,D
1856,43,20,22,9,8,8,85,34,97,82,A
1857,43,13,36,9,9,9,96,40,67,73,B
1858,33,15,9,10,9,10,92,28,60,58,D
1859,27,41,24,10,10,9,100,36,53,62,C
1860,44,35,6,8,9,8,87,39,53,65,C
1861,42,41,5,8,8,10,76,41,79,80,B
1862,8,9,7,10,8,9,84,15,43,36,F
1863,50,11,25,9,9,8,89,38,67,71,B
1864,27,16,45,8,9,8,85,37,52,63,C
1865,38,36,47,8,10,8,91,42,79,81,A
1866,4,36,1,8,9,10,86,25,43,46,F
1867,24,14,28,8,8,8,97,28,93,74,B
1868,11,13,22,10,9,10,77,23,97,71,B
1869,12,30,3,8,9,9,91,25,79,64,C
1870,7,43,11,9,9,10,88,30,70,65,C
1871,32,21,43,8,10,8,83,38,76,76,B
1872,6,12,4,10,8,10,87,16,98,65,C
1873,35,33,6,10,8,10,92,36,59,65,C
1874,27,14,2,9,10,8,76,25,79,64,C
1875,32,38,20,10,10,8,92,37,43,58,D
1876,27,13,36,8,9,9,79,33,91,78,B
1877,39,39,11,8,8,9,86,39,58,68,C
1878,46,37,33,10,10,9,97,42,47,65,C
1879,22,22,38,10,8,8,92,32,63,63,C
1880,23,28,10,8,9,9,79,29,81,69,C
1881,38,8,10,10,9,8,100,28,75,65,C
1882,1,36,6,8,9,10,92,25,63,56,D
1883,36,3,20,9,9,9,76,31,62,62,C
1884,3,6,29,9,10,8,76,23,70,58,D
1885,13,41,33,9,8,9,98,38,72,74,B
1886,37,34,32,10,8,10,90,37,97,85,A
1887,10,1,34,9,8,8,93,25,69,59,D
1888,15,26,48,10,8,9,84,38,96,86,A+
1889,6,42,33,8,10,9,84,39,60,69,C
1890,40,7,40,9,9,9,84,41,51,66,C
1891,13,49,39,9,9,8,87,43,93,89,A+
1892,34,17,2,8,10,8,77,29,59,58,D
1893,35,3,11,9,8,10,93,27,95,74,B
1894,33,28,9,8,9,9,90,33,74,70,C
1895,10,3,42,9,9,8,85,29,40,49,F
1896,6,18,36,8,10,9,99,30,73,66,C
1897,3,4,26,9,9,8,79,20,69,54,D
1898,31,40,20,9,8,9,76,37,58,66,C
1899,47,4,33,9,10,8,86,41,100,91,S
1900,4,27,36,9,8,8,86,33,40,53,D
1901,13,45,7,8,8,10,76,31,79,70,C
1902,15,33,39,9,8,10,75,37,79,76,B
1903,29,27,19,8,9,8,87,30,92,76,B
1904,10,6,14,10,8,9,83,18,68,52,D
1905,14,22,6,9,10,10,86,24,71,59,D
1906,15,11,49,10,9,9,79,34,50,59,D
1907,40,11,42,9,8,9,85,41,42,62,C
1908,38,41,27,10,8,9,82,40,41,60,D
1909,30,6,34,9,9,8,86,34,50,59,D
1910,25,30,1,10,9,10,87,31,84,73,B
1911,27,21,14,8,8,9,98,27,82,68,C
1912,2,15,21,10,10,8,77,23,76,61,C
1913,27,4,9,9,9,10,93,23,75,60,D
1914,7,10,29,10,10,9,96,25,80,65,C
1915,46,49,49,10,10,9,83,48,46,71,B
1916,42,14,45,8,8,10,90,43,93,89,A+
1917,38,10,34,10,8,8,94,37,61,67,C
1918,27,27,24,10,9,9,94,30,40,50,D
1919,4,39,36,9,8,9,76,38,100,88,A+
1920,40,2,47,9,10,8,98,43,68,77,B
1921,31,12,24,10,8,8,76,30,98,79,B
1922,14,33,46,9,9,10,80,40,85,82,A
1923,36,7,16,8,9,8,86,29,52,55,D
1924,26,46,44,10,10,9,83,45,86,88,A+
1925,16,11,6,8,10,8,80,19,60,49,F
1926,31,25,50,9,9,8,91,41,59,70,C
1927,2,21,5,8,10,9,88,19,43,40,F
1928,30,6,15,9,10,8,90,27,40,47,F
1929,14,11,33,10,9,8,86,27,81,67,C
1930,22,4,27,10,10,9,88,29,64,61,C
1931,33,2,50,10,9,9,76,42,47,65,C
1932,18,6,3,10,10,9,98,19,52,45,F
1933,6,45,20,9,8,10,78,35,98,84,A
1934,39,12,13,10,8,9,94,29,47,52,D
1935,21,18,17,10,9,10,92,25,66,58,D
1936,43,11,49,9,10,10,94,46,87,89,A+
1937,22,6,13,8,8,10,99,22,58,51,D
1938,5,30,24,9,8,8,95,29,95,76,B
1939,39,15,15,10,8,10,98,30,100,80,B
1940,23,40,50,9,9,9,84,45,67,78,B
1941,20,4,29,9,10,10,98,29,40,49,F
1942,38,8,43,8,9,9,80,41,52,67,C
1943,50,41,4,10,8,8,94,45,46,68,C
1944,47,45,21,10,10,10,97,46,90,91,S
1945,17,6,6,9,9,8,80,17,73,53,D
1946,47,4,48,9,8,10,99,47,49,71,B
1947,23,32,50,8,10,9,81,41,83,82,A
1948,49,11,1,8,9,10,76,33,48,57,D
1949,12,2,46,8,10,8,82,31,100,81,A
1950,29,11,47,9,10,8,94,39,42,60,D
1951,11,5,12,10,10,8,84,18,43,39,F
1952,44,34,47,10,9,8,100,45,57,73,B
1953,2,5,17,8,9,8,97,17,71,52,D
1954,38,25,49,8,8,8,82,42,96,90,A+
1955,36,5,28,10,10,8,81,34,46,57,D
1956,17,9,14,10,10,8,78,21,59,50,D
1957,31,46,39,9,8,10,89,43,97,91,S
1958,18,20,19,9,9,8,99,24,66,57,D
1959,5,9,49,10,10,9,95,32,88,76,B
1960,41,45,29,10,8,10,99,43,45,65,C
1961,36,43,39,9,8,8,99,41,58,70,C
1962,21,9,49,10,8,9,96,37,65,69,C
1963,20,7,7,8,9,9,96,19,52,45,F
1964,47,43,42,10,8,8,91,44,88,88,A+
1965,20,30,38,9,9,8,77,35,91,80,B
1966,32,45,28,10,8,9,75,39,43,60,D
1967,28,26,49,10,9,8,95,39,88,83,A
1968,3,7,15,9,8,10,96,17,68,51,D
1969,13,44,6,9,10,9,91,32,46,55,D
1970,2,4,34,8,10,9,76,24,89,68,C
1971,32,17,23,8,9,10,86,31,49,55,D
1972,13,19,7,10,8,8,92,21,73,57,D
1973,33,15,23,9,9,9,95,31,43,52,D
1974,29,30,24,10,10,10,89,33,93,79,B
1975,24,22,35,10,8,10,78,32,76,70,C
1976,19,46,1,9,10,8,91,35,86,78,B
1977,25,13,31,8,10,9,97,31,86,74,B
1978,13,23,46,9,10,9,92,36,58,65,C
1979,28,1,48,9,10,9,86,39,53,65,C
1980,12,12,40,10,8,9,78,29,61,59,D
1981,24,25,43,9,10,9,90,36,84,78,B
1982,50,8,10,10,8,8,83,32,63,63,C
1983,3,29,44,9,8,9,98,37,88,81,A
1984,4,24,1,9,10,10,76,20,61,50,D
1985,40,1,25,8,9,9,93,34,83,75,B
1986,50,49,44,9,8,10,78,48,70,83,A
1987,5,23,20,9,8,10,96,26,73,62,C
1988,13,49,35,8,10,10,76,42,57,70,C
1989,26,34,33,9,9,10,95,36,71,71,B
1990,28,5,24,10,9,9,85,30,46,53,D
1991,49,9,3,9,10,10,77,32,40,52,D
1992,18,24,3,9,10,9,77,26,100,76,B
1993,14,41,27,8,10,10,84,36,76,74,B
1994,19,40,39,9,8,8,90,39,64,71,B
1995,45,46,5,10,8,10,81,45,66,78,B
1996,19,29,8,10,10,10,93,29,87,72,B
1997,48,4,13,9,9,8,94,33,53,59,D
1998,35,7,21,9,10,8,87,31,92,77,B
1999,11,31,45,8,10,10,82,39,58,68,C
2000,32,17,47,10,9,10,87,41,92,87,A+
2001,31,6,16,10,10,8,77,28,93,74,B
2002,32,45,21,9,8,9,78,39,63,70,C
2003,47,20,33,8,10,10,95,41,100,91,S
2004,19,30,3,8,8,9,87,27,69,61,C
2005,37,43,29,8,10,9,85,41,92,87,A+
2006,48,7,43,9,8,10,83,45,46,68,C
2007,8,26,19,9,8,10,82,27,92,73,B
2008,36,48,15,10,9,10,76,43,82,84,A
2009,6,41,16,8,8,10,83,31,43,52,D
2010,12,49,41,8,8,8,89,44,41,64,C
2011,24,39,12,9,10,8,87,34,72,70,C
2012,15,36,29,8,10,8,93,34,91,79,B
2013,41,34,32,8,8,10,81,38,40,58,D
2014,10,40,2,8,10,10,89,29,51,54,D
2015,14,12,33,8,10,8,80,27,69,61,C
2016,42,42,49,8,9,10,88,45,93,91,S
2017,45,47,12,10,8,8,75,45,45,67,C
2018,6,10,49,10,10,9,96,33,49,57,D
2019,15,3,6,10,9,8,96,17,91,62,C
2020,45,22,6,10,8,9,91,35,40,55,D
2021,38,4,39,9,9,8,82,39,59,68,C
2022,35,15,50,10,8,9,97,43,86,86,A+
2023,5,27,18,9,8,10,80,27,69,61,C
2024,24,24,47,10,9,10,75,38,82,79,B
2025,1,20,47,10,9,10,86,36,72,72,B
2026,28,1,28,8,9,9,87,31,90,76,B
2027,38,2,10,8,9,9,93,27,45,49,F
2028,35,37,48,9,10,9,91,43,41,63,C
2029,45,27,9,9,10,10,75,38,67,71,B
2030,14,10,32,10,8,9,84,27,81,67,C
2031,49,28,13,10,8,8,79,39,100,89,A+
2032,49,5,3,10,8,8,97,30,49,54,D
2033,36,25,47,10,9,10,91,42,79,81,A
2034,2,3,3,9,10,9,86,11,44,33,F
2035,48,46,7,9,9,8,91,46,69,80,B
2036,2,5,35,8,9,10,79,25,82,66,C
2037,36,35,22,9,10,10,78,38,46,61,C
2038,28,39,3,10,10,8,91,36,94,83,A
2039,46,5,10,10,10,8,80,31,97,79,B
2040,5,14,43,10,10,9,85,32,91,77,B
2041,23,28,24,9,9,10,99,30,89,74,B
2042,48,23,12,10,8,10,83,37,76,75,B
2043,39,24,30,10,8,10,90,36,92,82,A
2044,37,2,48,9,9,9,78,43,99,92,S
2045,16,20,38,8,9,9,91,31,73,67,C
2046,28,39,30,8,8,8,98,35,40,55,D
2047,49,2,46,8,10,9,82,47,57,75,B
2048,37,40,26,10,10,9,89,40,52,66,C
2049,29,36,47,8,8,9,88,41,72,77,B
2050,32,45,7,9,8,9,85,39,95,86,A+
2051,34,23,9,9,8,8,80,31,95,78,B
2052,48,38,18,10,9,8,84,43,72,79,B
2053,46,29,28,8,10,9,84,39,53,65,C
2054,12,19,4,10,10,9,98,22,86,65,C
2055,26,1,31,9,8,8,83,31,98,80,B
2056,43,17,11,8,10,9,80,33,47,56,D
2057,42,24,37,10,8,10,82,40,68,74,B
2058,41,28,5,9,9,10,87,36,81,76,B
2059,42,14,40,9,10,10,77,42,52,68,C
2060,32,14,32,9,10,8,77,34,58,63,C
2061,4,14,46,10,8,9,79,33,58,62,C
2062,3,35,8,8,10,9,86,26,84,68,C
2063,9,14,6,9,8,10,80,18,73,54,D
2064,11,4,13,8,9,8,75,17,52,43,F
2065,33,26,28,9,10,9,95,33,55,60,D
2066,29,20,33,10,10,8,95,34,83,75,B
2067,31,28,3,9,10,9,98,32,85,74,B
2068,43,10,34,10,8,8,92,39,96,87,A+
2069,36,21,15,8,10,9,83,31,50,56,D
2070,5,7,10,9,9,10,87,16,54,43,F
2071,8,32,26,8,8,10,98,31,85,73,B
2072,33,34,7,10,9,10,75,36,48,60,D
2073,42,5,11,9,10,10,88,30,98,79,B
2074,6,40,8,10,10,10,94,29,51,54,D
2075,44,41,1,10,9,8,78,43,87,86,A+
2076,8,15,39,10,8,8,89,30,82,71,B
2077,28,37,38,10,9,9,99,39,50,64,C
2078,38,50,10,9,9,10,80,44,64,76,B
2079,36,18,38,9,9,8,90,38,47,61,C
2080,29,28,25,8,8,8,77,30,41,50,D
2081,10,26,4,10,9,9,88,23,58,52,D
2082,36,11,12,10,9,9,82,28,66,61,C
2083,13,46,43,10,10,8,76,44,45,66,C
2084,30,19,18,8,8,10,100,28,81,68,C
2085,25,24,2,8,8,10,100,28,74,65,C
2086,39,35,45,10,10,9,97,43,84,85,A
2087,12,38,22,8,9,8,84,32,92,78,B
2088,6,38,34,8,10,10,77,38,67,71,B
2089,6,20,39,10,10,9,93,33,82,74,B
2090,14,46,42,10,9,9,81,44,41,64,C
2091,41,38,15,10,9,8,83,40,87,83,A
2092,41,6,18,10,10,8,78,32,41,52,D
2093,17,39,11,9,10,8,75,31,85,73,B
2094,6,30,36,9,9,10,92,35,90,80,B
2095,5,30,34,10,10,8,85,34,85,76,B
2096,29,30,13,10,9,10,93,33,87,76,B
2097,1,19,46,10,10,10,95,36,100,86,A+
2098,49,21,50,8,10,9,82,48,55,75,B
2099,2,40,35,9,9,8,87,38,54,65,C
2100,4,22,9,8,8,8,97,20,98,69,C
2101,1,18,27,8,8,10,97,26,45,48,F
2102,48,13,41,10,10,10,93,45,53,71,B
2103,19,33,49,8,9,8,89,41,98,90,A+
2104,44,35,35,8,9,10,76,40,49,64,C
2105,40,15,39,10,8,10,93,40,77,78,B
2106,5,2,37,8,8,9,84,25,60,55,D
2107,6,23,32,8,8,10,92,30,52,56,D
2108,48,50,38,9,9,9,91,48,82,89,A+
2109,14,10,10,8,8,10,97,18,59,47,F
2110,4,48,23,8,10,10,78,37,86,80,B
2111,35,9,1,8,8,9,79,25,62,56,D
2112,24,14,27,9,8,8,84,28,41,48,F
2113,39,46,17,10,9,9,95,43,97,91,S
2114,13,50,47,10,10,10,93,48,51,73,B
2115,35,45,3,10,10,10,91,42,82,83,A
2116,47,28,18,10,10,9,76,39,47,62,C
2117,24,46,14,8,10,10,85,37,75,74,B
2118,30,15,3,10,10,9,76,27,96,75,B
2119,15,38,25,9,10,8,85,34,58,63,C
2120,31,15,29,8,9,9,92,32,78,71,B
2121,42,37,38,10,9,8,95,41,61,71,B
2122,30,8,38,9,8,10,99,36,67,69,C
2123,3,10,34,10,8,10,98,26,44,48,F
2124,6,3,50,8,10,8,90,31,48,55,D
2125,35,20,7,10,9,10,84,31,87,74,B
2126,30,15,25,9,10,8,95,31,81,71,B
2127,6,20,9,10,8,9,76,20,54,47,F
2128,17,26,38,8,9,9,82,34,78,73,B
2129,31,11,2,9,9,9,89,25,54,52,D
2130,16,31,23,8,9,9,91,30,41,50,D
2131,2,21,8,9,9,8,98,20,61,50,D
2132,4,28,26,10,9,10,84,31,70,66,C
2133,21,15,10,8,8,8,92,22,49,46,F
2134,18,11,49,8,10,10,99,36,89,80,B
2135,23,41,38,10,9,9,92,40,90,85,A
2136,24,11,17,10,10,10,85,26,85,68,C
2137,16,23,34,8,9,10,95,31,91,76,B
2138,45,46,18,8,10,9,97,45,90,90,A+
2139,19,30,42,10,9,10,93,38,65,70,C
2140,49,7,12,8,10,10,94,33,46,56,D
2141,40,14,25,8,9,9,77,34,47,57,D
2142,12,13,19,10,10,8,78,22,40,42,F
2143,25,12,48,9,9,9,89,38,79,77,B
2144,15,42,19,10,10,10,77,34,47,57,D
2145,48,13,46,9,10,10,79,47,99,96,S
2146,7,2,3,9,8,10,94,13,83,54,D
2147,21,40,44,8,8,9,95,41,100,91,S
2148,7,48,24,10,9,9,82,38,41,58,D
2149,31,8,22,9,9,9,82,30,57,58,D
2150,39,20,47,10,10,9,100,44,91,89,A+
2151,4,48,37,10,8,8,89,42,43,63,C
2152,21,27,10,10,9,9,80,28,89,72,B
2153,26,48,9,8,10,9,78,38,40,58,D
2154,39,11,11,8,8,8,84,28,54,55,D
2155,10,43,3,9,8,8,82,29,92,75,B
2156,12,46,32,8,9,8,82,39,41,59,D
2157,18,44,50,10,10,8,97,46,97,94,S
2158,26,42,34,10,10,9,77,40,83,81,A
2159,2,6,17,9,9,10,77,18,70,53,D
2160,22,45,37,10,9,9,88,42,97,90,A+
2161,44,22,29,9,8,9,76,37,64,69,C
2162,48,9,10,9,8,8,97,31,53,57,D
2163,39,28,6,9,10,10,81,36,77,74,B
2164,42,44,39,10,9,9,91,43,81,83,A
2165,45,19,43,10,8,9,78,44,82,85,A
2166,17,10,11,10,10,8,86,20,63,51,D
2167,31,28,44,10,10,9,84,39,67,72,B
2168,44,32,29,8,9,8,97,38,58,67,C
2169,16,7,29,9,8,8,96,26,91,71,B
2170,20,17,43,9,9,8,94,33,43,54,D
2171,15,41,29,10,9,8,100,37,76,75,B
2172,21,15,19,10,9,9,85,25,78,64,C
2173,19,50,44,10,10,9,89,47,55,74,B
2174,50,31,23,9,10,8,80,41,48,65,C
2175,39,12,40,9,10,8,91,40,46,63,C
2176,18,27,38,9,9,8,75,34,42,55,D
2177,13,8,28,9,10,9,98,25,77,63,C
2178,42,12,16,8,9,8,94,31,92,77,B
2179,40,29,43,8,9,10,90,42,56,70,C
2180,47,14,32,8,10,10,97,40,72,76,B
2181,35,27,43,10,9,8,86,40,89,84,A
2182,49,1,18,9,8,9,85,35,94,82,A
2183,7,11,35,9,9,10,100,27,82,68,C
2184,34,33,13,8,9,9,78,35,90,80,B
2185,25,3,47,10,9,10,76,38,86,81,A
2186,45,44,12,10,8,10,75,44,80,84,A
2187,25,47,6,8,8,8,87,36,62,67,C
2188,50,20,38,10,10,9,75,44,99,93,S
2189,29,14,10,10,9,8,87,26,83,67,C
2190,24,48,14,9,8,8,83,37,69,71,B
2191,4,37,1,8,8,9,88,24,76,62,C
2192,30,50,3,9,9,8,76,40,82,81,A
2193,11,7,34,10,8,9,83,27,65,59,D
2194,16,14,47,10,9,8,88,34,62,65,C
2195,33,13,40,10,8,9,78,38,75,75,B
2196,44,21,15,8,8,10,82,34,41,54,D
2197,15,27,19,9,8,8,96,26,92,72,B
2198,30,38,1,10,8,10,95,36,94,83,A
2199,31,25,14,8,9,9,88,31,93,77,B
2200,16,28,3,10,9,8,88,26,87,69,C
2201,25,5,47,8,10,8,79,37,52,63,C
